productname,size,newprice,oldprice,link
Deo Spray Nivea Fresh Natural 150ml,150ml,"2,19",0,https://www.goflink.com//de-DE/shop/product/nivea-deo-fresh-natural-spray-150ml-11012664/
Deo Spray Nivea Men Dry Active 150ML,150ML,"3,29",0,https://www.goflink.com//de-DE/shop/product/nivea-men-deo-dry-active-150ml-11011697/
Deo Spray Rexona Anti-Transpirant Cotton Dry 150ml,150ml,"1,69",0,https://www.goflink.com//de-DE/shop/product/rexona-anti-transpirant-spray-cotton-dry-150ml-11012520/
Deo Spray Rexona Antitranspirant Shower Fresh 150ml,150ml,"1,99",0,https://www.goflink.com//de-DE/shop/product/deo-spray-rexona-antitranspirant-shower-fresh-150ml-11014738/
Deo Zerstäuber Hidrofugal Classic 75ml,75ml,"3,99",0,https://www.goflink.com//de-DE/shop/product/hidrofugal-zerstauber-classic-11010375/
Dove Deo Maximum Protection 45ml,45ml,"4,99",0,https://www.goflink.com//de-DE/shop/product/dove-deo-maximum-protection-45ml-11010402/
Nivea Deo Sensitive Protect 150ml,150ml,"2,49",0,https://www.goflink.com//de-DE/shop/product/nivea-deo-sensitive-protect-11010378/
Nivea Men Deo Roll Dry 50ml,50ml,"2,49",0,https://www.goflink.com//de-DE/shop/product/nivea-men-deo-roll-dry-50ml-11010377/
We love the Planet Deodorant Creme Forever Fresh 48g,48g,"11,95",0,https://www.goflink.com//de-DE/shop/product/we-love-the-planet-deodorant-creme-forever-fresh-48g-11012579/
Weleda Citrus 24h Deo Roll-on 50ml,50ml,"6,99",0,https://www.goflink.com//de-DE/shop/product/weleda-citrus-24h-deo-roll-on-50ml-11012578/
Weleda Citrus Deodorant 100ml,100ml,"9,99",0,https://www.goflink.com//de-DE/shop/product/weleda-citrus-deodorant-100ml-11012363/
Bebe Pflegende Reiningungstücher 25er,25er,"2,29",0,https://www.goflink.com//de-DE/shop/product/bebe-pflegende-reiningungstucher-25er-11012513/
Garnier Augen Make Up Entferner 2 in 1 125ml,125ml,"3,79",0,https://www.goflink.com//de-DE/shop/product/garnier-augen-make-up-entferner-2-in-1-125ml-11015388/
Garnier Hautklar 3in1 Reinigung Peeling Maske 150ml,150ml,"3,99",0,https://www.goflink.com//de-DE/shop/product/garnier-hautklar-3in1-reinigung-peeling-maske-150ml-11015390/
Garnier Mizellen Wasser All-in-One 400ml,400ml,"3,99",0,https://www.goflink.com//de-DE/shop/product/garnier-mizellen-wasser-all-in-one-400ml-11015389/
Garnier Tuchmaske Granatapfel 1 Stück,Stück,"2,49",0,https://www.goflink.com//de-DE/shop/product/garnier-skinactive-tuchmaske-hydra-bomb-granatapfel-1-stuck-11013143/
Garnier Tuchmaske Sakura 1 Stück,Stück,"0,75","2,49",https://www.goflink.com//de-DE/shop/product/garnier-tuchmaske-sakura-1-stuck-11015391/
Gitti Lidschatten Golden Pearl no. 03 1 Stück,Stück,"24,90",0,https://www.goflink.com//de-DE/shop/product/gitti-lidschaten-golden-peal-no-03-1-stuck-11015436/
Gitti Mascara schwarz no. 01 1 Stück,Stück,"29,90",0,https://www.goflink.com//de-DE/shop/product/gitti-mascara-schwarz-no-01-1-stuck-11015435/
Hydrophil Konjac Schwamm,Schwamm,"1,77","5,89",https://www.goflink.com//de-DE/shop/product/hydrophil-konjac-schwamm-11013944/
Labello Lippenpflege Stift Original 4.8g,"4,8g","1,99",0,https://www.goflink.com//de-DE/shop/product/labello-lippenpflege-stift-original-4-8g-11011945/
Nivea Erfrischende Tagespflege 50ml,50ml,"3,99",0,https://www.goflink.com//de-DE/shop/product/nivea-erfrischende-tagespflege-50ml-11015387/
Nivea Magic Bar Sensitiv 75g,75g,"1,80","5,99",https://www.goflink.com//de-DE/shop/product/nivea-magic-bar-sensitiv-11012672/
Nivea Reichhaltige Tagespflege 50ml,50ml,"1,99","3,99",https://www.goflink.com//de-DE/shop/product/nivea-reichhaltige-tagespflege-50ml-11015392/
Nivea Sanfte Reinigungsmilch 200ml,200ml,"3,99",0,https://www.goflink.com//de-DE/shop/product/nivea-sanfte-reinigungsmilch-200ml-11015386/
Gitti Nagellack plant-based no. 103 1 Stück,Stück,"17,90",0,https://www.goflink.com//de-DE/shop/product/gitti-nagellack-plant-based-no-103-1-stuck-11015437/
Gitti Nagellack plant-based no. 113 1 Stück,Stück,"17,90",0,https://www.goflink.com//de-DE/shop/product/gitti-nagellack-plant-based-no-113-1-stuck-11015431/
Gitti Nagellack plant-based no. 114 1 Stück,Stück,"17,90",0,https://www.goflink.com//de-DE/shop/product/gitti-nagellack-plant-based-no-114-1-stuck-11015432/
Gitti Nagellack plant-based no. 121 1 Stück,Stück,"17,90",0,https://www.goflink.com//de-DE/shop/product/gitti-nagellack-plant-based-no-121-1-stuck-11015433/
Gitti Nagellack plant-based no. 122 1 Stück,Stück,"17,90",0,https://www.goflink.com//de-DE/shop/product/gitti-nagellack-plant-based-no-122-1-stuck-11015434/
Gitti Top&Base Coat Klarlack plant-based 1 Stück,Stück,"19,90",0,https://www.goflink.com//de-DE/shop/product/gitti-topandbase-coat-klarlack-plant-based-1-stuck-11015430/
Jade Express Nails Nagellackentferner Acetonfrei 125ml,125ml,"2,99",0,https://www.goflink.com//de-DE/shop/product/jade-express-nails-nagellackentferner-acetonfrei-125ml-11013026/
Jean & Len sehr geile Handcreme Rosemary/Ginger 75ml,75ml,"3,29",0,https://www.goflink.com//de-DE/shop/product/jean-and-len-sehr-geile-handcreme-rosemary-ginger-75ml-11013176/
Kamill Hand- & Nagelcreme 100ml,100ml,"1,29",0,https://www.goflink.com//de-DE/shop/product/kamill-hand-and-nagelcreme-100ml-11014553/
Neutrogena Handcreme sofort einziehend 75ml,75ml,"2,99",0,https://www.goflink.com//de-DE/shop/product/neutrogena-handcreme-sofort-einziehend-75ml-11014554/
Weleda Sanddorn Express Handcreme 50ml,50ml,"4,99",0,https://www.goflink.com//de-DE/shop/product/weleda-sanddorn-express-handcreme-50ml-11012362/
Nivea Men Rasierschaum Sensitiv 200 ml,ml,"2,59",0,https://www.goflink.com//de-DE/shop/product/nivea-rasierschaum-sensitiv-11010437/
Gillette Einwegrasierer Blue II 5 Stück,Stück,"1,99",0,https://www.goflink.com//de-DE/shop/product/gillette-einwegrasierer-blue-ii-6-stuck-11017017/
Gillette Fusion5 Rasierer + Klinge 1 Stk.,Stk.,"8,99",0,https://www.goflink.com//de-DE/shop/product/gillette-fusion5-apparat-11010432/
Gillette Pro Glide Klingen 4 Stk.,Stk.,"17,99",0,https://www.goflink.com//de-DE/shop/product/gillette-fusion5-pro-glide-klingen-4er-set-11010433/
Gillette Rasiergel Empfindliche Haut 200ml,200ml,"2,59",0,https://www.goflink.com//de-DE/shop/product/gillette-rasiergel-empfindliche-haut-11010430/
Gillette Rasierschaum empfindliche Haut 200ml,200ml,"1,79",0,https://www.goflink.com//de-DE/shop/product/gillette-rasierschaum-empfindliche-haut-11010429/
Gillette Venus Comfortglide 4 Klingen,Klingen,"17,49",0,https://www.goflink.com//de-DE/shop/product/gillette-for-women-venus-comfortglide-breeze-spa-systemklingen-4er-11013032/
Gillette Venus Rasierer Comfortglide Spa Breeze,Breeze,"11,39",0,https://www.goflink.com//de-DE/shop/product/gillette-venus-rasierer-comfortglide-spa-breeze-11013031/
Nivea Men Creme 150ml,150ml,"3,49",0,https://www.goflink.com//de-DE/shop/product/nivea-men-creme-150mll-11010410/
Dove Body Milk 400ml,400ml,"3,59",0,https://www.goflink.com//de-DE/shop/product/dove-body-milk-400ml-11010401/
Kneipp Massageöl Sanfte Berührung 100ml,100ml,"7,49",0,https://www.goflink.com//de-DE/shop/product/kneipp-massageol-sanfte-beruhrung-100ml-11016089/
Nivea Body Milk 400ml,400ml,"3,99",0,https://www.goflink.com//de-DE/shop/product/nivea-body-milk-400ml-11010404/
Nivea Creme 150ml,150ml,"0,75","2,49",https://www.goflink.com//de-DE/shop/product/nivea-creme-150ml-11010405/
Nivea Soft 200ml,200ml,"2,99",0,https://www.goflink.com//de-DE/shop/product/nivea-soft-200ml-11012663/
Geschenkset Axe Alaska Deo & Duschgel 1 Stück,Stück,"5,29",0,https://www.goflink.com//de-DE/shop/product/geschenkset-axe-alaska-deo-and-duschgel-1-stuck-11014742/
Geschenkset Dove mit Kosmetiktasche 1 Stück,Stück,"4,05","13,49",https://www.goflink.com//de-DE/shop/product/geschenkset-dove-mit-kosmetiktasche-1-stuck-11014745/
Geschenkset Nivea Kleine Auszeit 1 Stück,Stück,"4,79",0,https://www.goflink.com//de-DE/shop/product/geschenkset-nivea-kleine-auszeit-1-stuck-11014746/
Geschenkset Nivea Wegbegleiter 1 Stück,Stück,"12,99",0,https://www.goflink.com//de-DE/shop/product/geschenkset-nivea-wegbegleiter-1-stuck-11014747/
Nivea Sun After Sun Lotion 400ml,400ml,"5,99",0,https://www.goflink.com//de-DE/shop/product/nivea-sun-after-sun-lotion-400ml-11017023/
Nivea Sun Face Anti-Age und Anti-Pigmentflecken LSF30 50ml,50ml,"3,30","10,99",https://www.goflink.com//de-DE/shop/product/nivea-sun-face-anti-age-und-anti-pigmentflecken-lsf30-11012669/
Nivea Sun Sonnenspray LSF 30 200ml,200ml,"9,99",0,https://www.goflink.com//de-DE/shop/product/nivea-sun-sonnenspray-lsf-30-200ml-11017016/
Nivea Sun Sonnenspray LSF 50  200ml,200ml,"10,99",0,https://www.goflink.com//de-DE/shop/product/nivea-sun-sonnenspray-lsf-50-200ml-11017019/
Alpecin Coffeein Shampoo C1 250ml,250ml,"6,49",0,https://www.goflink.com//de-DE/shop/product/alpecin-coffeein-shampoo-c1-250ml-11015213/
Schwarzkopf got2b Mattpaste Strandmatte 100ml,100ml,"4,49",0,https://www.goflink.com//de-DE/shop/product/schwarzkopf-got2b-mattpaste-strandmatte-100ml-11013025/
Deo Roll On Nivea Men Dry Impact Plus,Plus,"2,19",0,https://www.goflink.com//de-DE/shop/product/nivea-men-deo-roll-on-dry-impact-plus-antitranspirant-50ml-11013021/
Deo Spray Axe Alaska 150ml,150ml,"3,49",0,https://www.goflink.com//de-DE/shop/product/deo-spray-axe-alaska-150ml-11014631/
Deo Spray Axe Black 150ml,150ml,"3,49",0,https://www.goflink.com//de-DE/shop/product/axe-black-deodorant-and-bodyspray-aluminiumfrei-150ml-11011272/
Deo Spray Dove Invisible Dry 150ml,150ml,"1,99",0,https://www.goflink.com//de-DE/shop/product/deo-spray-dove-invisible-dry-150ml-11014632/
Deo Spray Dove Men+ Care Clean Comfort 150ml,150ml,"1,99",0,https://www.goflink.com//de-DE/shop/product/deo-spray-dove-men-care-clean-comfort-150ml-11014633/
Deo Spray Nivea Men Black & White Invisbile 150ml,150ml,"2,19",0,https://www.goflink.com//de-DE/shop/product/nivea-men-deo-invisible-for-black-and-white-spray-11012671/
Deo Spray Nivea Men Fresh Active 150ml,150ml,"2,19",0,https://www.goflink.com//de-DE/shop/product/nivea-men-deo-fresh-active-spray-150ml-11012665/
Geschenkset Axe Alaska Deo & Duschgel 1 Stück,Stück,"5,29",0,https://www.goflink.com//de-DE/shop/product/geschenkset-axe-alaska-deo-and-duschgel-1-stuck-11014742/
Men Duschgel Axe Dark Temptation 250ml,250ml,"2,29",0,https://www.goflink.com//de-DE/shop/product/axe-duschgel-dark-temptation-250ml-11014055/
Men Duschgel Dove Men+Care Clean Comfort 250ml,250ml,"1,99",0,https://www.goflink.com//de-DE/shop/product/dove-men-care-duschgel-clean-comfort-250ml-11014056/
Men Duschgel Nivea Men Sport 250ml,250ml,"1,99",0,https://www.goflink.com//de-DE/shop/product/nivea-men-duschgel-sport-250ml-11014054/
Nivea Men Creme 150ml,150ml,"3,49",0,https://www.goflink.com//de-DE/shop/product/nivea-men-creme-150mll-11010410/
Nivea Men Rasierschaum Sensitiv 200 ml,ml,"2,59",0,https://www.goflink.com//de-DE/shop/product/nivea-rasierschaum-sensitiv-11010437/
